Running training on CPU
Loading dataset train
Found pregenerated data dir.
Loading complete. Took 0.01 s.
Loading dataset validation
Found pregenerated data dir.
Loading complete. Took 0.00 s.
Building models...
Completed model building. Took 23.90 s.
                                                                                                                                                                     
Preparation complete. Starting training...
Training model...
Skipping gesture_null image visualization: gesture_null tensor is not image-like (got shape torch.Size([16, 6]))
Skipping domain_null image visualization: domain_null tensor is not image-like (got shape torch.Size([16, 25]))
{'epoch': 0, 'batch': 0, 'train_loss': 1.817, 'train_domain_loss': 3.209, 'train_null_loss': 1.817, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 1, 'train_loss': 1.856, 'train_domain_loss': 3.227, 'train_null_loss': 1.856, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 2, 'train_loss': 1.86, 'train_domain_loss': 3.227, 'train_null_loss': 1.86, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 3, 'train_loss': 1.842, 'train_domain_loss': 3.212, 'train_null_loss': 1.842, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 4, 'train_loss': 1.773, 'train_domain_loss': 3.226, 'train_null_loss': 1.773, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 5, 'train_loss': 1.754, 'train_domain_loss': 3.256, 'train_null_loss': 1.754, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 6, 'train_loss': 1.802, 'train_domain_loss': 3.196, 'train_null_loss': 1.802, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 7, 'train_loss': 1.852, 'train_domain_loss': 3.234, 'train_null_loss': 1.852, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 8, 'train_loss': 1.774, 'train_domain_loss': 3.215, 'train_null_loss': 1.774, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 9, 'train_loss': 1.888, 'train_domain_loss': 3.233, 'train_null_loss': 1.888, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 10, 'train_loss': 1.794, 'train_domain_loss': 3.221, 'train_null_loss': 1.794, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 11, 'train_loss': 1.834, 'train_domain_loss': 3.224, 'train_null_loss': 1.834, 'train_embed_loss': nan, 'train_loss_diff': nan}
{'epoch': 0, 'batch': 12, 'train_loss': 1.817, 'train_domain_loss': 3.247, 'train_null_loss': 1.817, 'train_embed_loss': nan, 'train_loss_diff': nan}
